2024-06-21 16:24:09,111 INFO    StreamThr :1209 [internal.py:wandb_internal():87] W&B internal server running at pid: 1209, started at: 2024-06-21 16:24:09.110651
2024-06-21 16:24:09,113 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: status
2024-06-21 16:24:09,114 INFO    WriterThread:1209 [datastore.py:open_for_write():85] open: /home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/wandb/run-20240621_162409-p04l4c7r/run-p04l4c7r.wandb
2024-06-21 16:24:09,115 DEBUG   SenderThread:1209 [sender.py:send():336] send: header
2024-06-21 16:24:09,115 DEBUG   SenderThread:1209 [sender.py:send():336] send: run
2024-06-21 16:24:09,119 INFO    SenderThread:1209 [sender.py:_maybe_setup_resume():722] checking resume status for None/YOLOv5/p04l4c7r
2024-06-21 16:24:09,698 INFO    SenderThread:1209 [dir_watcher.py:__init__():219] watching files in: /home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/wandb/run-20240621_162409-p04l4c7r/files
2024-06-21 16:24:09,698 INFO    SenderThread:1209 [sender.py:_start_run_threads():1078] run started: p04l4c7r with start time 1719001449.110542
2024-06-21 16:24:09,698 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: summary_record
2024-06-21 16:24:09,698 INFO    SenderThread:1209 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2024-06-21 16:24:09,699 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: check_version
2024-06-21 16:24:09,699 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: check_version
2024-06-21 16:24:09,801 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: run_start
2024-06-21 16:24:09,813 DEBUG   HandlerThread:1209 [system_info.py:__init__():31] System info init
2024-06-21 16:24:09,813 DEBUG   HandlerThread:1209 [system_info.py:__init__():46] System info init done
2024-06-21 16:24:09,813 INFO    HandlerThread:1209 [system_monitor.py:start():183] Starting system monitor
2024-06-21 16:24:09,813 INFO    SystemMonitor:1209 [system_monitor.py:_start():147] Starting system asset monitoring threads
2024-06-21 16:24:09,814 INFO    HandlerThread:1209 [system_monitor.py:probe():204] Collecting system info
2024-06-21 16:24:09,814 INFO    SystemMonitor:1209 [interfaces.py:start():187] Started cpu monitoring
2024-06-21 16:24:09,815 INFO    SystemMonitor:1209 [interfaces.py:start():187] Started disk monitoring
2024-06-21 16:24:09,815 INFO    SystemMonitor:1209 [interfaces.py:start():187] Started gpu monitoring
2024-06-21 16:24:09,816 INFO    SystemMonitor:1209 [interfaces.py:start():187] Started memory monitoring
2024-06-21 16:24:09,816 INFO    SystemMonitor:1209 [interfaces.py:start():187] Started network monitoring
2024-06-21 16:24:09,824 DEBUG   HandlerThread:1209 [system_info.py:probe():195] Probing system
2024-06-21 16:24:09,863 DEBUG   HandlerThread:1209 [system_info.py:_probe_git():180] Probing git
2024-06-21 16:24:09,866 DEBUG   HandlerThread:1209 [system_info.py:_probe_git():188] Probing git done
2024-06-21 16:24:09,866 DEBUG   HandlerThread:1209 [system_info.py:probe():240] Probing system done
2024-06-21 16:24:09,866 DEBUG   HandlerThread:1209 [system_monitor.py:probe():213] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.10.14', 'heartbeatAt': '2024-06-21T20:24:09.824794', 'startedAt': '2024-06-21T20:24:09.106695', 'docker': None, 'cuda': None, 'args': ('--batch', '4', '--epochs', '4', '--img', '640', '--device', 'cuda:0', '--data', 'SailbotVT-4/data.yaml', '--weights', 'weights/yolov9-c.pt', '--cfg', 'models/detect/yolov9-c.yaml', '--hyp', 'hyp.scratch-high.yaml', '--freeze', '10'), 'state': 'running', 'program': '/home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/train_dual.py', 'codePath': 'train_dual.py', 'git': {'remote': 'https://github.com/WongKinYiu/yolov9.git', 'commit': '5b1ea9a8b3f0ffe4fe0e203ec6232d788bb3fcff'}, 'email': 'chrisjnassif@gmail.com', 'root': '/home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9', 'host': 'ChrisNassif', 'username': 'animated', 'executable': '/home/animated/miniforge3/bin/python', 'cpu_count': 10, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2687.9970000000008, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}, {'current': 2687.997, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 83.35973739624023}, 'gpu': 'NVIDIA GeForce RTX 4070 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 7.5745697021484375}}
2024-06-21 16:24:09,866 INFO    HandlerThread:1209 [system_monitor.py:probe():214] Finished collecting system info
2024-06-21 16:24:09,866 INFO    HandlerThread:1209 [system_monitor.py:probe():217] Publishing system info
2024-06-21 16:24:09,866 DEBUG   HandlerThread:1209 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-06-21 16:24:09,866 DEBUG   HandlerThread:1209 [system_info.py:_save_pip():67] Saving pip packages done
2024-06-21 16:24:09,866 DEBUG   HandlerThread:1209 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-06-21 16:24:10,699 INFO    Thread-12 :1209 [dir_watcher.py:_on_file_created():278] file/dir created: /home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/wandb/run-20240621_162409-p04l4c7r/files/wandb-summary.json
2024-06-21 16:24:10,699 INFO    Thread-12 :1209 [dir_watcher.py:_on_file_created():278] file/dir created: /home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/wandb/run-20240621_162409-p04l4c7r/files/conda-environment.yaml
2024-06-21 16:24:10,699 INFO    Thread-12 :1209 [dir_watcher.py:_on_file_created():278] file/dir created: /home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/wandb/run-20240621_162409-p04l4c7r/files/requirements.txt
2024-06-21 16:24:16,413 DEBUG   HandlerThread:1209 [system_info.py:_save_conda():86] Saving conda packages done
2024-06-21 16:24:16,413 INFO    HandlerThread:1209 [system_monitor.py:probe():219] Finished publishing system info
2024-06-21 16:24:16,418 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: status_report
2024-06-21 16:24:16,418 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: keepalive
2024-06-21 16:24:16,418 DEBUG   SenderThread:1209 [sender.py:send():336] send: files
2024-06-21 16:24:16,418 INFO    SenderThread:1209 [sender.py:_save_file():1332] saving file wandb-metadata.json with policy now
2024-06-21 16:24:16,422 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: stop_status
2024-06-21 16:24:16,423 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: stop_status
2024-06-21 16:24:16,590 DEBUG   SenderThread:1209 [sender.py:send():336] send: telemetry
2024-06-21 16:24:16,591 DEBUG   SenderThread:1209 [sender.py:send():336] send: exit
2024-06-21 16:24:16,591 INFO    SenderThread:1209 [sender.py:send_exit():559] handling exit code: 1
2024-06-21 16:24:16,591 INFO    SenderThread:1209 [sender.py:send_exit():561] handling runtime: 6
2024-06-21 16:24:16,592 INFO    SenderThread:1209 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2024-06-21 16:24:16,592 INFO    SenderThread:1209 [sender.py:send_exit():567] send defer
2024-06-21 16:24:16,592 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: defer
2024-06-21 16:24:16,592 INFO    HandlerThread:1209 [handler.py:handle_request_defer():170] handle defer: 0
2024-06-21 16:24:16,592 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: defer
2024-06-21 16:24:16,592 INFO    SenderThread:1209 [sender.py:send_request_defer():583] handle sender defer: 0
2024-06-21 16:24:16,592 INFO    SenderThread:1209 [sender.py:transition_state():587] send defer: 1
2024-06-21 16:24:16,592 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: defer
2024-06-21 16:24:16,592 INFO    HandlerThread:1209 [handler.py:handle_request_defer():170] handle defer: 1
2024-06-21 16:24:16,592 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: defer
2024-06-21 16:24:16,592 INFO    SenderThread:1209 [sender.py:send_request_defer():583] handle sender defer: 1
2024-06-21 16:24:16,593 INFO    SenderThread:1209 [sender.py:transition_state():587] send defer: 2
2024-06-21 16:24:16,593 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: defer
2024-06-21 16:24:16,593 INFO    HandlerThread:1209 [handler.py:handle_request_defer():170] handle defer: 2
2024-06-21 16:24:16,593 INFO    HandlerThread:1209 [system_monitor.py:finish():193] Stopping system monitor
2024-06-21 16:24:16,593 DEBUG   SystemMonitor:1209 [system_monitor.py:_start():161] Starting system metrics aggregation loop
2024-06-21 16:24:16,593 DEBUG   SystemMonitor:1209 [system_monitor.py:_start():168] Finished system metrics aggregation loop
2024-06-21 16:24:16,593 DEBUG   SystemMonitor:1209 [system_monitor.py:_start():172] Publishing last batch of metrics
2024-06-21 16:24:16,594 INFO    HandlerThread:1209 [interfaces.py:finish():199] Joined cpu monitor
2024-06-21 16:24:16,594 INFO    HandlerThread:1209 [interfaces.py:finish():199] Joined disk monitor
2024-06-21 16:24:16,599 INFO    HandlerThread:1209 [interfaces.py:finish():199] Joined gpu monitor
2024-06-21 16:24:16,599 INFO    HandlerThread:1209 [interfaces.py:finish():199] Joined memory monitor
2024-06-21 16:24:16,599 INFO    HandlerThread:1209 [interfaces.py:finish():199] Joined network monitor
2024-06-21 16:24:16,599 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: defer
2024-06-21 16:24:16,600 INFO    SenderThread:1209 [sender.py:send_request_defer():583] handle sender defer: 2
2024-06-21 16:24:16,600 INFO    SenderThread:1209 [sender.py:transition_state():587] send defer: 3
2024-06-21 16:24:16,600 DEBUG   SenderThread:1209 [sender.py:send():336] send: stats
2024-06-21 16:24:16,600 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: defer
2024-06-21 16:24:16,600 INFO    HandlerThread:1209 [handler.py:handle_request_defer():170] handle defer: 3
2024-06-21 16:24:16,600 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: defer
2024-06-21 16:24:16,600 INFO    SenderThread:1209 [sender.py:send_request_defer():583] handle sender defer: 3
2024-06-21 16:24:16,600 INFO    SenderThread:1209 [sender.py:transition_state():587] send defer: 4
2024-06-21 16:24:16,600 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: defer
2024-06-21 16:24:16,600 INFO    HandlerThread:1209 [handler.py:handle_request_defer():170] handle defer: 4
2024-06-21 16:24:16,600 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: defer
2024-06-21 16:24:16,600 INFO    SenderThread:1209 [sender.py:send_request_defer():583] handle sender defer: 4
2024-06-21 16:24:16,600 INFO    SenderThread:1209 [sender.py:transition_state():587] send defer: 5
2024-06-21 16:24:16,600 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: defer
2024-06-21 16:24:16,600 INFO    HandlerThread:1209 [handler.py:handle_request_defer():170] handle defer: 5
2024-06-21 16:24:16,601 DEBUG   SenderThread:1209 [sender.py:send():336] send: summary
2024-06-21 16:24:16,601 INFO    SenderThread:1209 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2024-06-21 16:24:16,601 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: defer
2024-06-21 16:24:16,601 INFO    SenderThread:1209 [sender.py:send_request_defer():583] handle sender defer: 5
2024-06-21 16:24:16,601 INFO    SenderThread:1209 [sender.py:transition_state():587] send defer: 6
2024-06-21 16:24:16,601 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: defer
2024-06-21 16:24:16,601 INFO    HandlerThread:1209 [handler.py:handle_request_defer():170] handle defer: 6
2024-06-21 16:24:16,601 DEBUG   SenderThread:1209 [sender.py:send_request():363] send_request: defer
2024-06-21 16:24:16,601 INFO    SenderThread:1209 [sender.py:send_request_defer():583] handle sender defer: 6
2024-06-21 16:24:16,603 DEBUG   HandlerThread:1209 [handler.py:handle_request():144] handle_request: status_report
2024-06-21 16:24:16,700 INFO    Thread-12 :1209 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/wandb/run-20240621_162409-p04l4c7r/files/wandb-summary.json
2024-06-21 16:24:16,700 INFO    Thread-12 :1209 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/wandb/run-20240621_162409-p04l4c7r/files/conda-environment.yaml
2024-06-21 16:24:16,700 INFO    Thread-12 :1209 [dir_watcher.py:_on_file_created():278] file/dir created: /home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/wandb/run-20240621_162409-p04l4c7r/files/wandb-metadata.json
2024-06-21 16:24:16,700 INFO    Thread-12 :1209 [dir_watcher.py:_on_file_created():278] file/dir created: /home/animated/Projects/Sailbot/src/object_detection/object_detection/yolov9/wandb/run-20240621_162409-p04l4c7r/files/output.log
